Account	Hardfork Balance	Current Balance
0x8dff112598354ae1fc4a0bd69c5d3b5b48548e31	2.66	1.945843451
0x833dd77ca86a9209318b5ee084988e4ad37dfbbc	2.66	1.945843451
0xcf3a85ea9e0c5b7d6b7f05ac6c3a4c7d0b5a5467	2.658921627	1.945054599
0xbbc05b81a9d39a31d2fe9817429340896dd88a15	2.65803	1.944402356
0xeebae116301e48acdee2b6a3a22b17187ad31c6b	2.657142857	1.943753393
0xa3c4cce2b788635db451771383d71ee1b66dffd7	2.648275862	0
0xdc4680d92923ff3451e852facaf5cc1685a6df72	2.643149303	1.933516827
0xc0ce22c48087a04eb17001099e1ed3cb9df11df0	2.64	1.931213049
0x8c793fa9dc371c8990830600886cc61824583992	2.635195596	1.927698531
0x61f1039affc022820451af0492fd8fe8f8a81af2	2.63369841	1.926603309
0x90150c0acb5a5e4fdf6a568e8e53da06dd6e4c8c	2.6237	1.919289271
0xc16973d76306dc58866fba989421072ebfcf1c78	2.61988	1.916494864
0x5f85993f470be00feb71c5de95a3c087e076a146	2.618181818	1.91525261
0x865dd73703c521a8087fb15795c9da3323a9de3d	2.617391304	1.914674334
0x7ff62d5876e4e67da8fb7cd226199f1505ab88a2	2.614379085	1.912470835
0x19ca1b629b3e9ddbd94c385979fa11295aa0d66f	2.613043478	1.911493811
0xd79203a29f9fcd5940e177c87fd080f378b0dae9	2.611584133	1.910426271
0x3906842e00abf96cc58300bec49124e6a36a46db	2.6099	1.909194294
0xc1cefb01120d7284c99171c7451b86b681d589f7	2.608695652	1.908313289
0x2081b764f2216e8d24865298de4fab273313d79a	2.608695652	1.908313289
0x2fa37da1633268ede476156956576a706089b02c	2.608695652	1.908313289
0xaa88967d8edc02e628345c873c032dc1218af488	2.608695652	1.908313289
0x43daa51c59702f17a7de3d06b3ee8839edd07ad6	2.608695652	1.908313289
0xa508f5f8be9502cfb210d2c7958a8f211ab496b3	2.608695652	1.908313289
0x1b855553327f365e748100d940f4ecba3071ddea	2.605850495	1.906232
0xb1de182d6773beb0e65ea847979296afcd60161e	2.605502166	1.90597719
0xfd46d9720936a3514097e7e704c2ab3db4c788ab	2.6	0
0x35d8e76df466ffad02d90a4a8d2e2e7cd53f63ff	2.6	1.901952245
0xd7e3821ab203e498736cbf44e30b93a315384810	2.6	0
0x42da12c6c52cc246869b3bbf2956b7d8201c9509	2.6	1.901952245
0x85e7c1c3dba080e8b9eebb53e8b137aa0e12a5f0	2.599090318	1.901286795
0x5522c6ab6152abc85bea0728ebc3c3cdc79453f6	2.597060247	1.899801756
0xd108806d08fa98c39fcc96bbdf47e19c74c14b83	2.590686878	1.895139509
0x9a1da6650d717fde15a075b2bcb5b4af283691e3	2.590308829	0
0xac6e5a4ea93cd9aac5d5328edff59907ee6d2744	2.583374609	1.889790437
0xfc9e167d8e4c5ae3a5966146452ef62990f9fe05	2.581358873	1.888315886
0x3df8b1c2536bd73b1a36ea766f99338f35414533	2.578119318	1.885946087
0xec3cff084c2d210cdb7606692fc7a95a65b7dffd	2.577263915	1.885320342
0x20db502579142e739308241a96fe6482669e4f3c	2.574419381	1.883239508
0xf552c926d9403cef6880ec7d8c7f10efc0044622	2.572746169	1.88201552
0x72fb9ccb7cd01d3dbc52988712a6ba5f397617b6	2.572095322	1.881539412
0xfbd437f78dfe4cb0c1a5afe71287e7fb9e9d36d2	2.57	1.880006642
0x98edff3340b933a86056b11d5f35bad462f8d593	2.566666667	0
0xb15e8b52ec858be96a1c585792ea489cc8d0347a	2.561904762	0
0x2931f3d3f5d384bf32a9ab6ea25292e4fec7fff0	2.56	1.872691441
0x54d32335725ef8545ac896d891e93a1b45c408b1	2.556909878	1.870430955
0xfcef74d739c1e98d7f0c5101b0208588385b485f	2.556521739	0
0xc02439e71d1c99d9c81b3e55795381a65da7090d	2.55569457	1.869541933
0xbd505dd73412df0fa81f06691c540ce989c270cd	2.555555556	1.869440241
0x42a68fe2c26ebf4f05e5c10bb951090c4548cfdf	2.552202282	1.866987253
0x57427a08f5dbcc5b25fb85f2242eb6f238b2a711	2.546666667	0
0x703ec7535cce8b731c2676a4364be77a466f4ddb	2.54273616	1.860062595
0xe1c7495410afd8485f59fa8c9d6156c5b6fc376b	2.53483164	1.85428028
0x3be342c14b6af4fc2dff240886a4def17a9140fb	2.534369056	1.853941891
0x5ac9058b02315b3d8efe9375f3e507f7356317be	2.533333333	0
0x8a03223f4b76f85659bc333cc0b36a34dddbda33	2.533333333	1.853184239
0x279270b6d94867f7100a80f5ed2caf48a1f9a045	2.533333333	1.853184239
0x1b39329403136b727478a3126e167c8a6506ae5b	2.532583314	1.852635585
0x0c8cf1a231fd4272d0c048be7004885b2a5c2465	2.524650633	1.846832669
0x93ac3ca1a99d3e85fa35d6ae6556378d9a78cd89	2.523987458	1.846347543
0x06131eda49554f518ae9894e7c001cde65a5404e	2.523	1.845625198
0x522fe83b74982369df50ead14f37e23dc017e1bf	2.520715407	1.843953972
0x5352f950cc1b87a53c758be6ad7687a3874c6808	2.52	1.843430637
0xa866ebf8549b6251e019a2e34349ca9c2e296a63	2.518181818	1.842100601
0xab922edbc8f58d8fb8e66fcf1e877871bbf848ca	2.518105	1.842044407
0x5a89659d7861ee047edfd4df4a165a55382f3611	2.507495318	1.834283211
0x42051b866e46268fcbbbc482c7a7e8a4a98b4452	2.5	1.828800236
0x8db20840d454d50ff54a0f91b1dac6cc0881276f	2.5	1.828800236
0x25d354a685be36c4424b331e8dcbf8dee0af96e7	2.5	1.828800236
0x1b9861f808e15fcc5d7e1cfe2bdf4bb93c7b5c71	2.5	1.828800236
0xb12de12472bcf1f3eee9b283d013532839a4e1bc	2.5	1.828800236
0x3b1d46dbcae7fcf2225be1d166ac3c4eda84185a	2.5	1.828800236
0xa800dec42daed43e324c240eef81f50c847b00ed	2.5	1.828800236
0xba6369d7e7a829a51c59e2e4368bfa674d7de3b5	2.5	0
0x876f4289fe32acd56a11cf7635a51f7631db9f51	2.5	1.828800236
0x36ee3bb2ce158d70b3407511de9e9ae7e08ee4e1	2.5	1.828800236
0x89461d1bf1d1bf5bf2911758e91f586930c934bd	2.5	1.828800236
0xecd5d2e914cc9c58ed0e8b836e05205776f5b73c	2.5	1.828800236
0x6beec71ecb0326dc98dff793ddf44a360a8889af	2.5	1.828800236
0x56e4a4981896012c9a681b177bdd4f243573de42	2.5	1.828800236
0x4012d407bfcfd90c1b62f8b5d46a4175757e5bc4	2.5	1.828800236
0x6afb08c1822b27e11ed21c2f07ed119c7fcfbd6a	2.5	1.828800236
0x2f0388a366ba705278df8bec8dccf0c5ff916005	2.4999	1.828727084
0xd82d0f64facbf9cc0665415e63f0d21be98ebf02	2.498650667	0
0x0b9806fa5eec8cf21b9752210101c2946e6a3346	2.498270153	1.827534818
0xbf2dc97cf3da91b09fa5e64cc6509043e0a1b215	2.498049913	1.827373707
0x6983710a33ff9b3b02d3e2bc0baee7a7d0c692e7	2.497	1.826605675
0x29da17ad3ab54f2912cac9c1817f08183ebd4b83	2.496133453	1.825971779
0xd2403e5b76c155d1f491e137ad7e24773179e9fa	2.49040113	1.821778469
0x21b0f04f166d72da374cbe61aa6b2ede9d036fe6	2.49	1.821485035
0x6ee16a5794171a0146b33392fe5b832e35a27282	2.489	0
0xd9484796abff8e5ceb5cec0cbf0254a36a01b647	2.488652877	1.820499587
0xac196abe5b58693e8a5d107a6d14299d0e628b61	2.480999594	0
0x5c4e27bea2eb86e8a3d31011037a8f09d87e4afd	2.470352093	1.807112196
0x87b618a0f0f502dae4a251c4fb7b5392ffa593cb	2.466666667	1.804416232
0x6ddcd6aa41718fe75504679dacdf2f6378937874	2.466666667	1.804416232
0x3dc915d04dcc632724a164beaffd92b04bc21862	2.46400161	1.80246669
0xc24e57d59b1c11682c37cbb81fd6f7fa480d3963	2.459770115	1.799371266
0xab0ac129fc80ca533492583119a36da7bf9fab02	2.458333333	1.798320232
0x241bb013d4de6a9f4cba1f17418a9fb4156441ad	2.458129	1.798170758
0x0ff34c358cda2be8c9ae8ee96cc01010d87ce9ed	2.454545455	1.795549322
0xd27daa4a3449a34dc6276e69773bae33919ae7ea	2.451796561	1.793538452
0x2f8662f47eac8f9a9873c6598bac31ed33db491b	2.44429146	1.788048319
0x36c5db43e6f5d5d3e01b8848f3ab63845ffe5166	2.44	1.78490903
0x7000803bdb58c4622dabd73b3016287b02515e22	2.437104133	1.782790645
0x1736a6eb548dce32f4f514cc89968593beee7a93	2.422244692	1.771920665
0xc6e4ed43be94fdbf986068cd1579b99fb3bf6681	2.42	1.770278628
0x513bd832b038ea5ecb7775d43ee8ead06fbccbae	2.416	1.767352548
0x943f4efe3870166c4e9f61f92b7ea050c7856ff4	2.415659167	1.767103221
0x47ad2fbc561058bf79f35e1f2a831369245687e5	2.412969071	1.765135362
0xfe3237823938b05dfcb306d69d4417f852214623	2.412557875	1.764834564
0x908a4f65852894f181a04c2b3af008d948b7c473	2.41	1.762963427
0x865c448def2e7a1955c8835fd7964b224b31e190	2.406288107	1.760248102
0xf9cc47cae9a1f9ee4ad6ea5708ad8431d67d096e	2.405157176	1.759420804
0xc91f455d29f1be0ee315b51ef53bd7d47c9ca2e5	2.404	1.758574306
0xf45a85b25b8803ce8c4bae0f8e4b271e4d35ddf6	2.401309553	1.756606191
0x57088d9bb22a6c9176c6ba48caff509e476840c5	2.4009429	1.756337976
0x3948f916d00184b297c426f2eafb48b276fa3c9e	2.4	1.755648226
0x10b0f059b156886e77bc8444879cd18b5a848335	2.4	0
0x2a06cd9b061ea7b8c084dcda1d36875bbf54db2c	2.4	1.755648226
0x43eb7957264798f71c179dca13068de8e1399824	2.4	1.755648226
0x008e1b949219d65470e477b19128a8e35ad8130d	2.4	1.755648226
0xd9d72390155450e8a606695e6ec9bd9b8218747b	2.39870464	1.754700644
0xa1db3845bec5aef2f0e86eda9e1d1ab186f321c1	2.395300083	1.752210142
0x9a240a01181d1707ab8b870632747d8c8ea185fe	2.39470174	0
0x9bae135a736482c8b8aebe08bfde8d77f68a918e	2.393333333	1.750771425
0x250b850919a56b3ac718c100827bd61fcf09673e	2.39120898	1.749217418
0x0a6c36d8d9e0c59d01891c7cfe7c19cfd3bf7ed3	2.390822388	1.748934619
0x0867fa804e07e0737fa9713ac4c7e520e6d810de	2.390778947	1.74890284
0x3aec6427483f34e65fe9158c6beb662f74d5cc79	2.388947216	1.747562893
0x4fbfb6169ea7eac55bed66fe1489860c1dc47d5e	2.385893511	1.745329046
0xd22400a3e2ec3cb1104622eca4192659708557e7	2.384054133	1.743983504
0x5d3d47e8768c299847464b769f02a742f84d8802	2.383977318	1.743927312
0xbed4f4af889962d064b375aed6f5bda7337ca4e7	2.37858	1.739979066
0xfbe89e47f2b9bf177922bc4a2db15be6b31c0c29	2.375848564	1.737980965
0xa13181d4f73781c12b5c1d7a7234b7728da10cfc	2.358522867	1.72530687
0x69a5d1ab048371f854ac88ad03f066a0960ebbbe	2.350432544	1.719388636
0x949117d64161c36816f107a0721ab140e6c10735	2.35	1.719072221
0xc5982bee1af9d18e9ca3f92aba84f843817bd16e	2.347084277	1.716939312
0x43bcf388356a06bbcceeec51dd92f8e5c8d96b71	2.339033719	1.711050166
0x3b39a35b735384e5a513239d1db786fd1c2b4d2d	2.337228231	1.709729415
0x0cffd9425dd05065992599bf3ddcc50b57d6b91e	2.333333333	0
0xf2a7083529cefb851b231c46657183819362ad88	2.333333333	1.70688022
0x8ae88b37e908c21c64373859ba7805739aa45f61	2.333333333	1.70688022
0x2762e586561c7ac0764459b926e627dc94f353ed	2.333333333	1.70688022
0x7d3c8abcfb77cd1516c6247185d2fd6d05ee8487	2.333333333	0
0x7c10c326767a87ed35cd8eb5f985a83cca3a75b3	2.331295729	1.705389671
0x5487cb293dc9150489c8cb9e9386fb86707aef3e	2.329249733	1.703892984
0xac123babf711c82a0ef86e93899f97d86963f108	2.324228078	1.700219543
0xd430709a70da06c5c25157a97dba3c3e664590af	2.322673333	1.699082216
0x5b8cbc7890bb877e3a4abbe01e1baec8519d1c59	2.318181818	1.695796582
0x74f0e6b6b82e2f7624a8b28e7c62c5fd738335c6	2.313581033	1.692431015
0x620320d12dfbe5fecce618c02fc00c1ae6b0bdf5	2.313333333	1.692249818
0xef2a0235bc78b7c274a386985414b7153754e519	2.311622623	1.690998399
0xe84584ef4cdc4a80320ade60bfa57700254900aa	2.308008524	1.688354613
0xe29bbebff7403348a56bc0b11e914b4a71079f0a	2.307692308	1.688123294
0xa4e623451e7e94e7e89ba5ed95c8a83a62ffc4ea	2.307692308	1.688123294
0xebe05d27a4d955b83fde726d4036d982cd80abc7	2.307692308	1.688123294
0xf5edd7e94765166578c0f5322e0a30c1b20b6fe5	2.303846154	1.685309756
0x1263b058ccd3779c0d74506b578c30c6c79d6a8e	2.301880222	1.683871637
0xcd35fd784afaf99efea46f4914d10a1e9c0f76b3	2.3	1.682496217
0x7b8c6eed8833b312d30b3c6ebc60988adcf45626	2.3	1.682496217
0x68eeeef898070f50f5aec5087db6bd1cd02113fc	2.3	1.682496217
0x0df30211afe2a9963c6ffcdc1e220b3ed5237fbb	2.299	0
0xcfb2e12255aa00e6e5a4f5589fec33fb650bad25	2.298635173	1.681497819
0x50bc5ca6933413eb699f135dcafbee0e3caf2204	2.298394581	1.68132182
0xbf0760b7ace87d74a0aec655bcf75e7f92fe8324	2.295238095	1.679012788
0xfd7c999a0505f6e868e951415fcd90d53d4d7d27	2.291062154	1.675958003
0x0756bb57ea221edd6209368e855ed76f9c06c965	2.27648296	1.665293029
0x1d9ceb1b08c657a5e7642768ce2ff811b33feb45	2.27484472	1.664094624
0x3da3050208a3f2e0d04b33674aaa7b1a9f9b313c	2.272727273	1.662545669
0xb4e439d14d0b2bb439c04629bed052750454bc21	2.27078488	1.661124769
0x3f950fd281be918e9b0b41133b03d55a382bcacb	2.266666667	1.658112214
0x3f3355e8b647243d592f6009e37c39b2d8d77dd8	2.266666667	1.658112214
0xc08cf1e90ccbe99b841e51626eb2c7749775cb37	2.265361835	1.657157703
0x70afbe982142044ca3d47dbc6887bc9b98bffca0	2.265217393	0.288470751
0x726d57ee082f4b896dd9457552fc4662bb3e5bc6	2.26	1.653235413
0xdfdc212828393a3c8685db9ed588fbacfb2dde8d	2.257181733	1.651173794
0x8ec8df43357fc030f72d31c3cef66f552c086e82	2.256352941	1.650567516
0xde9eff4c798811d968dccb460d9b069cf30278e0	2.255962	0
0xfce9da64c0d8ba7f849b77dc0f8d742b1f81cc8e	2.251490307	0
0xbc1a7e4b2af73388760fde5f48b2c6a3b1e6b0c3	2.24500514	1.642266372
0xf0217e99e0fe552896fcc29fa73f808dd6daa59b	2.24162646	1.639794799
0xf20f44c10efb47a2701436cd0e7b74bc90ee85c8	2.236212784	1.635834587
0xcc4f273c9cd6af7a54d0bf9e2722d3b710ddd212	2.230551836	1.631693489
0x97ecfa7decbd5df84bf3b61322972e609f06dc49	2.22777	1.62965852
0xd380c273d850e9bb5dfc7b9f1289a0a49c9ad0a9	2.22716451	1.629215592
0xee275fd296949b1fa99f47f949c2378ce51be7b8	2.225330139	1.627873713
0x8fe50cb5fc02cfaf2aedf66b2d359ece2e6c5698	2.222466667	1.625779025
0x0fc5b60f0a28674ad7a054f600cb3f84963ad8f1	2.222222222	1.625600209
0xbfc2993ebb5f122c29d017bf12905c7649dcb2c1	2.222222222	1.625600209
0x2385430251bb193aed3c34b9a64452ab948bff32	2.222222222	1.625600209
0x8ff91660380ec9850c206404f1f1a8d8719a8eda	2.222222222	1.625600209
0x0a3b4cef113d7c882362ab25c1500d4e5c437269	2.221333333	0
0x77dff20da8ce9d07fc8461d8666c93ccc8365a9e	2.219801229	1.623829204
0x5a7ba7bb32ecd517d186176b9e9988766bac80e9	2.213043478	1.618885774
0x8d7f3e61299c2db9b9c0487cf627519ed00a9123	2.211	1.617390928
0x4cb96e42156d7a5b11bd5fc880dc7d3208d9285c	2.203882667	1.612184456
0xfb25f93723693e977c6870ad4223a8d168484e30	2.2	1.609344207
0x2134e2a2b718dca96580ecac31e653ea1fdd58da	2.2	1.609344207
0xa21005332ec0bc6cce18bf76a9ac24a49c45e42d	2.2	1.609344207
0x805560fa00e697750438bd46947bf6b8661decb0	2.2	1.609344207
0x6fc53662371dca587b59850de78606e2359df383	2.2	1.609344207
0xf12bd29108ccb76f9cb7bbf00f1d077a1d24fc55	2.2	1.609344207
0x161bcffaf7a70b3458c3553b28de73f92f962ed6	2.2	1.609344207
0x85373afe889e23faf60f44facfa046c44f57fbfb	2.2	1.609344207
0x7bef21b6d44c620ac348a048cb107f2fbef1fb1a	2.2	1.609344207
0x8bb3df18e30f0d85881355a0b6715169fb5ba8cd	2.19893468	1.608564904
0xa44db48f28e8673e08bd78a2e2cfc7476cae42ea	2.197716525	1.6076738
0xf26c675bd3e0ae7ff42403b759570e9972a2e5c3	2.196495	1.606780229
0x70469bc64d7456986338e9225cfa261c1b5d43b4	2.195106452	1.605764478
0x7c20be3220172ecca4858d7a44fc6c28df5f1b1a	2.194858075	1.605582786
0xef167a0c20667ad4371f310403fb19c336a4d518	2.19377985	1.604794043
0xb69112cb70be6d57296216755630894020d556b3	2.192705327	1.604008007
0xc112f16a664e0e6da8c0339e58c7dbf7f3166f4d	2.182082342	1.59623708
0x19146660e36eef018a94347f8414393ad52cb368	2.18	1.594713805
0x3b247df9ce00443e5f90455c2ede3fe0f64bf22d	2.1775	1.592885005
0x813b726095ebdd8d5b5ddecd73ad3aa3a9cadb57	2.175697	1.591566074
0xee814fa0e04cd357d7b48f68ae86ffd73a2e2b13	2.175333077	1.591299857
0x2e0220d1e33fa79c98f8459559de52f8b08d3887	2.17445	1.590653869
0x3eae60f80289917a2ae511952cb3edae983082f6	2.173913043	1.590261074
0x08f62d61f4f103ce2e322710c3c554b35a248702	2.173913043	1.590261074
0xb6a5093a81c5c4e044df8a7b8a3fce91f044ad35	2.173913043	1.590261074
0x63a9975ba31b0b9626b34300f7f627147df1f526	2.172856991	1.589488551
0x4b5c346c1a5b692cd45c97c7c3d8e5038a14a57d	2.171240841	0
0x21614ca5a3572dd6f92ac06ae853525a3bf3fef8	2.170091939	1.58746586
0x18ca8bc1393b4380d8c66fe5ed045fbcfada9187	2.169727273	1.587199099
0x593d052000ec446e48347fbac4142e2fad724c75	2.167699903	1.585716037
0xe106ab43070f78862230055532ba6b37724da0dd	2.166666667	1.584960204
0xa8487a47fcdff1b317156342b3aa0fea1a0ddb92	2.161182071	1.580948112
0x3c5c50c0e372734e3a05f0aa3b5ba391b2a29838	2.153846154	1.575581741
0x0ac688eb24926a654d95a173b89b6529d37f7587	2.153472427	1.575308353
0x803406776646b87d249f18ce9df81eb6ea1ac47b	2.149994	1.572763813
0xa5ac88f6414273a0513df3d5e8290c713bbf7594	2.144449068	1.568707584
0x5196982150f154a92b8d49bebc3c3d756bdaed0c	2.14381307	1.568242339
0x5ecc3c657ecab089f1af990c154ff376125b676b	2.143174475	1.567775193
0x470e59465565d10112ab9ff7ec3a4e8049964f36	2.142857143	1.567543059
0x98a24e0ad659ce5f515f991dbab2ec143e6eec16	2.142857143	1.567543059
0xace1ee030928cc70d6d96c971191e959c178b357	2.142857143	1.567543059
0x93157fbce0d3635e65b392462007de6638b94b27	2.142857143	1.567543059
0x5a3dcb3d1e7e03bab240113bb5f6c4a9e8a2a103	2.140814569	1.566048875
0x1b3d7f0d35305ba9a13b6cc61950df3922c35a71	2.136453606	1.562858743
0xd94905a2ba466417e53c7b09dfdc7c2c7a353ca9	2.135714286	1.562317915
0x115c491f9696a78ec02ee170aef3567d85c0b48b	2.134259259	0
0x66b4341aa10c01d823345ef8654b4685df8c8067	2.133333333	1.560576201
0xf507407054af33c84758a81cffebcd28d0757ee7	2.133333333	1.560576201
0xa3aa8b123ba099781e6815aca714184db5ab91cd	2.13087376	1.558776974
0x4777233a39fc9df7ae836156d87827ee04f889a6	2.126666667	1.5556994
0x8831e1936180e49528026bd2925c332cc407c899	2.123393543	1.553305044
0x75e90379bb73ea806d1aa959eb900035cfd34d4f	2.118	1.54935956
0xba9ea0d957dce3f2c2eb011eeceda9460024b8c0	2.115384615	1.547446353
0xf32c6e8981be83396c4191b67bb4f4e851850f5e	2.113614033	1.546151137
0x75a805445d4c45974f0c46226f055dd8b60789be	2.110403319	1.543802434
0x74603557178d5207f588ed5ec35a7e611498ab7f	2.103279	1.538590852
0x4bf3024453d63369cb93333e53fe4c6127831465	2.101434275	1.537241399
0x74f9d57a9fec5d5dcdf5411e896dc0efc119eb3f	2.1	1.536192198
0xadacaaa0c7ba527dd68277ec10c827124e321c0f	2.1	1.536192198
0xb66254b6158b5054505fb16185ca704750b1bc0f	2.1	1.536192198
0xf220e9c5262b019d3dc2ca9fd11563f8671cec91	2.1	1.536192198
0x847707313e3b8aa5b961dff0c1aa82a5a1ced56b	2.1	1.536192198
0x4b1bb580f64741b234931bdcdf00702928f77695	2.1	1.536192198
0x1d4e72fed0586ecf48beb42ddbd2150da2e3adca	2.1	1.536192198
0xf1df4b24b2c84caf68d9e56de503f708f426167d	2.1	1.536192198
0x50b39ae31214f9bdf89c27b08fe6f28fd4d1766d	2.1	1.536192198
0xed4bd0c42844d0fdd6d3a1757b00a07826014242	2.097096667	1.534068351
0xd2eb4d68ad51986c3714714fe6dfa29d36450fb8	2.097	1.533997638
0xb50219dc41369bb6baf725b62fb142535cb80bbc	2.095238095	1.532708769
0x6fae14d244a074aacf41bebd2ab9102042bd783f	2.093354055	1.531330556
0x422f219f601d6f7ada1d9af2de2c0b09ff9df8a0	2.092561647	1.530750893
0xfea7d94dcce6743478c329839ff87b8ee12670bf	2.090909091	1.529542015
0x8ae7a11b8bf4e864d39331c77b38b412e821a055	2.090667353	1.529365179
0x1da1e4dee3a1ff02527eff9fc90db4e7eb45ec41	2.08976	1.528701432
0x9979cd655f1909fa890a399c896606092a0ec972	2.088852665	1.528037699
0x823181aeea723d376e30f2c7e2ac231787e006d9	2.087081699	1.526742201
0x28fd1698e95ae7389533d22a105a0385d735ec30	2.08564702	1.525692705
0x8fe4d26bea15e64ca7a5470bbed66614210a6aa9	2.084308271	0
0x800517b7fa881e08d4fa8a1f91075e4335c76b6d	2.080666667	1.522049476
0x54def012b8b375020bc12ac42662501d64fcb997	2.08	1.521561796
0xffb7d832e1958654d60f9bcd8592e2565115ef9b	2.075862069	1.518534816
0xb29dcc9078c885e3c6a8ea6f1d68d20d7b9f3a72	2.074074074	1.517226862
0x6047d5f8fb0652bef8d598d7868545569eb2fcfa	2.07332205	0
0xa8efc69437fbe6f13f35d5e512b64816f7058633	2.071428571	1.515291624
0x736d2f24f2a8805217b35b5a30dcd047191d7293	2.071428571	1.515291624
0x1334ae5a33098a8160635d8d4926b9a4e2d2e21c	2.071155782	1.515092073
0x474b932e7c47a63c7cdaed55afb637df214be7d2	2.070044556	1.514279188
0xd01422a2c4101daaad0f617b3f2698e066b9135d	2.068965517	1.51348985
0x8412af0ce12abcec1e6dc784b29ed122c0433f93	2.068965517	1.51348985
0x04b5f2c8715218a493468e7f354b71f6b9da8db4	2.068965517	1.51348985
0x03dd0a8156790c699bd841100df1acff2b322704	2.068965517	0
0x1445560f086cfed3c75ce62f10866dae8ccafb7b	2.068965517	1.51348985
0x0834f9a3423210c4c6318cd10f31ac97f8be9e62	2.068965517	1.51348985
0x3da69537526e7e644f55c32003d811255482513d	2.066666667	0
0x7b84b11bd85b13765c4325a3907bead11be6bdb4	2.065518017	1.510967934
0xbe13d5f76f4e5545e4efecca711d9506e4e8936c	2.063983488	1.509845396
0x66269cbda4ae43f6683274366e385025ba5883de	2.062660306	1.508877461
0x7350bdc8631f706c07b312b3437376278d0592ce	2.061686896	1.508165392
0x302ce2988b32d3cb143680742173b0c5588905b4	2.06080898	1.507523179
0x8289a0b46ab115ee21db53e01c3e8ad280904c59	2.06022008	1.507092387
0x561e5b61dfcd3f4aa7e3b227eb4d96d7eb722bd9	2.06	1.506931394
0x4b3ca405ab3c7c757b0721322781a8046acb392b	2.056666667	1.504492994
0x10d90e838be7f765a9a2591587edbea4107c0387	2.056652877	1.504482907
0x76ec9ceb4f2419d058adaf250f5d2d8b4d0b8c42	2.055172414	1.503399918
0xffb46bef826967c629a99de06a50e5a36be6670f	2.053565476	1.502224411
0xe69619509a867775bf2c8b96408a82157fda695d	2.051130435	1.500443129
0xdaf219b296f227b09a3bc4d867aedf47b343af01	2.049963375	1.499589401
0x506afc305597a68a18b545ac98ce4ad5b01103fd	2.0497	1.499396737
0x89dbadfc48054057b6c9c378f6edf9d15d8b1d68	2.048275862	1.498354952
0x0940d91fd691f95348d8ae06b51ac571f0df94e1	2.046628824	1.49715011
0xc0e3098beca0f8517adfa7e09b68443dae75492f	2.043944426	1.495186419
0xd0330e268811e234cc29c42fdf93ef2cdf0670b5	2.04	0
0xecedd59f1a5e4f5eb5fe028ffe04e437bacc1805	2.0390205	1.491584468
0x3984b7471943f5eda951cd1519226580a8191a21	2.03629952	1.489594017
0x508d96bb1bc8be5db2b22160e0759a76bbfd143a	2.0356522	1.489120489
0x8df6d8854a7de1fd02721fe8ad1130c45e65462b	2.032503307	1.486817011
0x883a618fcbb52a7652100344a4ba8e33a7dea87a	2.032183908	1.486583364
0x6f335174387ce0e115fd043c2c98e68389c5c083	2.032173913	1.486576052
0x875c35d4bb1eba424197b3bf28f03c7654296a76	2.031596613	1.486153746
0xa7cd632816bae696e2588b8c1496c7dacc54c7cf	2.022988506	1.479856742
0xdc6cc29e9b9f91204f985a83e866eb48f8575be2	2.022988506	0
0x8b1caef806a64c125b9e82dfb7f4871a43b466f0	2.020283333	1.477877854
0xdcd62cf755d61f388aedcc42fac49fbd74b2ca40	2.018097711	1.476279028
0x33a7ddb2ccce41498fbbf71e075db9e5836513b6	2.01655	1.475146846
0x001fb78b4d1abd76eac53ed283cfc9aace5a030c	2.01225496	1.472004938
0xd5a778ee787891763e53feb887ddd28694e28703	2.01	1.470355389
0x7d3d40d3073625cd39c617ba3eda34dcc69d1bfb	2.0099	1.470282237
0x61fa3220a1663ff8e24665e780358664d97f3809	2.0098	1.470209085
0x567efd28778f235044c04a7194bd888f6cdbdd1c	2.009090909	0
0x1f3616d43dda49387d04285cca3d73519a52fb95	2.00791104	1.468827273
0x0a65402a88dd3d2d775e695479c7328b002c905a	2.007619048	1.468613675
0x45cdd1779f5ef9e74e0387d88eed652b89517c68	2.007409881	1.468460666
0x2d92f62d5f95f0caa26364c3c50ed0a9e3340531	2.004384589	1.466247603
0x4193e260c41d2e07aec922e462955d77bf8baf38	2	1.463040188
0x1eab400f374b4aee7dedf50a91abec6d04717c37	2	1.463040188
0x7ff0058453fc854da7153cd20559f36ef7861a62	2	1.463040188
0x0ca2a3edfa0db0d9ddc7627270144fcb3378474c	2	1.463040188
0x36715431669c7ec8b338ad41a6da27d5cc9b8afc	2	1.463040188
0x1c8e22f7c911e31a02e7d94b7c574e62dde6ca54	2	1.463040188
0x81023218d2d47d7bf5def0cbc6292c9029f5ee8e	2	1.463040188
0x6981a31468171ec2a96ff349c56c687af5296a85	2	1.463040188
0xe7e9faf60571b4a7848edb8db3f312c8f0a2e87f	2	1.463040188
0x699c3545f055c30cecce0f4be55ab325010cb2ff	2	1.463040188
0x368082aaa370a1ec83d5149149e78c74226c179f	2	1.463040188
0x6a0863f11f71b716f11d6202658cf6407fc5234a	2	1.463040188
0xe8b3ff506399d8014b26aeb0d9c46f0839fa8ebd	2	1.463040188
0x21af1d89b2e9e7230578cd65652b8c5c8e15bb85	2	1.463040188
0xe98261b2de11accbd4d17486177150337ad10f7f	2	1.463040188
0x6c2e58c857aa1ae23ebe71d3eb96cdb85cbb1434	2	1.463040188
0x16f43f6fdc72feef3c774e7b17aa8898b2b54998	2	1.463040188
